id,tx_ref,from_account_id,to_account_id,amount,channel,timestamp,is_flagged,tags
2937,TX-0002937,710,1439,579.53,QR,2025-11-14T18:55:07.097073,False,legit
2938,TX-0002938,1349,1039,681.41,P2P,2025-11-21T12:04:07.097073,False,legit
2939,TX-0002939,1246,728,2026.43,P2P,2025-11-14T22:28:07.097073,False,legit
2940,TX-0002940,597,1229,1519.65,Bills,2025-11-18T21:19:07.097073,False,legit
2941,TX-0002941,1058,550,1535.82,Wallet,2025-11-23T22:25:07.097073,False,legit
2942,TX-0002942,1147,1196,535.08,Wallet,2025-11-23T11:43:07.097073,False,legit
2943,TX-0002943,1160,831,2498.64,Bills,2025-11-27T00:21:07.097073,False,legit
2944,TX-0002944,1241,579,2392.72,Bills,2025-11-12T14:22:07.097073,False,legit
2945,TX-0002945,899,598,1181.20,Bills,2025-11-18T06:41:07.097073,False,legit
2946,TX-0002946,1238,1385,1334.96,P2P,2025-11-26T19:14:07.097073,False,legit
2947,TX-0002947,714,1341,115.09,P2P,2025-11-14T05:32:07.097073,False,legit
2948,TX-0002948,610,843,1957.65,Wallet,2025-11-25T07:40:07.097073,False,legit
2949,TX-0002949,1447,514,648.75,QR,2025-11-20T09:25:07.097073,False,legit
2950,TX-0002950,1153,1220,1268.51,QR,2025-11-15T21:27:07.097073,False,legit
2951,TX-0002951,1484,1243,2274.45,P2P,2025-11-12T18:15:07.097073,False,legit
2952,TX-0002952,902,877,1543.87,Wallet,2025-11-21T23:34:07.097073,False,legit
2953,TX-0002953,579,819,1529.04,P2P,2025-11-14T07:35:07.097073,False,legit
2954,TX-0002954,1155,1291,1458.82,QR,2025-11-25T17:50:07.097073,False,legit
2955,TX-0002955,737,907,1348.23,P2P,2025-11-21T20:47:07.097073,False,legit
2956,TX-0002956,1275,918,527.03,Wallet,2025-11-13T18:11:07.097073,False,legit
2957,TX-0002957,1122,1117,1289.34,Wallet,2025-11-25T10:08:07.097073,False,legit
2958,TX-0002958,782,844,877.35,P2P,2025-11-25T16:50:07.097073,False,legit
2959,TX-0002959,1457,538,1753.77,QR,2025-11-13T21:06:07.097073,False,legit
2960,TX-0002960,1033,1049,1047.76,P2P,2025-11-15T13:01:07.097073,False,legit
2961,TX-0002961,1146,522,1956.15,Wallet,2025-11-21T08:44:07.097073,False,legit
2962,TX-0002962,1459,905,1100.24,P2P,2025-11-14T07:49:07.097073,False,legit
2963,TX-0002963,1211,599,335.46,Bills,2025-11-25T00:56:07.097073,False,legit
2964,TX-0002964,1462,544,2362.43,P2P,2025-11-13T07:47:07.097073,False,legit
2965,TX-0002965,1407,709,935.24,P2P,2025-11-21T00:37:07.097073,False,legit
2966,TX-0002966,896,658,1728.02,QR,2025-11-25T18:17:07.097073,False,legit
2967,TX-0002967,603,1476,479.99,QR,2025-11-23T13:55:07.097073,False,legit
2968,TX-0002968,865,554,2052.62,Wallet,2025-11-18T10:39:07.097073,False,legit
2969,TX-0002969,1086,612,1239.20,Bills,2025-11-13T11:03:07.097073,False,legit
2970,TX-0002970,1282,1075,1628.17,Wallet,2025-11-24T07:38:07.097073,False,legit
2971,TX-0002971,1352,771,761.48,P2P,2025-11-26T17:17:07.097073,False,legit
2972,TX-0002972,812,1418,1408.60,Bills,2025-11-14T18:55:07.097073,False,legit
2973,TX-0002973,851,806,631.69,Wallet,2025-11-13T11:38:07.097073,False,legit
2974,TX-0002974,548,718,622.68,P2P,2025-11-21T23:43:07.097073,False,legit
2975,TX-0002975,605,1184,957.88,P2P,2025-11-15T23:55:07.097073,False,legit
2976,TX-0002976,1020,878,2483.32,P2P,2025-11-17T15:40:07.097073,False,legit
2977,TX-0002977,793,1088,495.36,Bills,2025-11-26T16:50:07.097073,False,legit
2978,TX-0002978,1097,1327,455.72,Bills,2025-11-14T06:00:07.097073,False,legit
2979,TX-0002979,1328,885,2180.47,QR,2025-11-16T06:41:07.097073,False,legit
2980,TX-0002980,1158,1120,1910.76,Bills,2025-11-15T22:29:07.097073,False,legit
2981,TX-0002981,1411,1035,774.09,QR,2025-11-18T05:46:07.097073,False,legit
2982,TX-0002982,894,1153,2382.24,Wallet,2025-11-23T14:16:07.097073,False,legit
2983,TX-0002983,1079,606,771.30,QR,2025-11-14T06:06:07.097073,False,legit
2984,TX-0002984,1134,1312,2438.39,Wallet,2025-11-23T19:03:07.097073,False,legit
2985,TX-0002985,611,690,2106.01,Wallet,2025-11-14T15:30:07.097073,False,legit
2986,TX-0002986,1300,645,1951.86,Bills,2025-11-20T06:18:07.097073,False,legit
2987,TX-0002987,1074,1484,2346.95,P2P,2025-11-20T06:30:07.097073,False,legit
2988,TX-0002988,985,659,1025.08,Bills,2025-11-25T11:17:07.097073,False,legit
2989,TX-0002989,1496,1414,124.77,Wallet,2025-11-19T18:10:07.097073,False,legit
2990,TX-0002990,817,1076,2360.43,Wallet,2025-11-15T07:48:07.097073,False,legit
2991,TX-0002991,1122,726,848.16,QR,2025-11-16T17:13:07.097073,False,legit
2992,TX-0002992,1421,1473,1324.51,P2P,2025-11-16T15:49:07.097073,False,legit
2993,TX-0002993,1348,504,2248.26,P2P,2025-11-20T20:41:07.097073,False,legit
2994,TX-0002994,1424,1212,1437.36,QR,2025-11-21T00:31:07.097073,False,legit
2995,TX-0002995,1063,1324,2129.98,Bills,2025-11-24T13:18:07.097073,False,legit
2996,TX-0002996,1058,1193,409.20,QR,2025-11-16T22:21:07.097073,False,legit
2997,TX-0002997,1303,1064,986.96,QR,2025-11-20T11:39:07.097073,False,legit
2998,TX-0002998,1146,575,2312.48,P2P,2025-11-23T06:22:07.097073,False,legit
2999,TX-0002999,994,1329,1093.59,Wallet,2025-11-16T19:03:07.097073,False,legit
3000,TX-0003000,1327,1042,818.55,P2P,2025-11-21T16:57:07.097073,False,legit
3001,TX-0003001,1364,697,1954.19,Wallet,2025-11-20T17:20:07.097073,False,legit
3002,TX-0003002,1102,1316,1944.20,QR,2025-11-14T00:09:07.097073,False,legit
3003,TX-0003003,1376,531,2089.70,Bills,2025-11-24T17:54:07.097073,False,legit
3004,TX-0003004,502,507,1685.91,Bills,2025-11-18T12:12:07.097073,False,legit
3005,TX-0003005,1430,1407,1003.75,P2P,2025-11-26T12:20:07.097073,False,legit
3006,TX-0003006,1016,707,233.89,Wallet,2025-11-16T14:07:07.097073,False,legit
3007,TX-0003007,1344,1493,2067.15,P2P,2025-11-26T23:17:07.097073,False,legit
3008,TX-0003008,885,1041,187.17,QR,2025-11-16T22:48:07.097073,False,legit
3009,TX-0003009,801,1145,1536.01,QR,2025-11-13T23:41:07.097073,False,legit
3010,TX-0003010,965,918,1945.45,Wallet,2025-11-13T05:40:07.097073,False,legit
3011,TX-0003011,1473,954,1623.08,Wallet,2025-11-16T23:49:07.097073,False,legit
3012,TX-0003012,1248,878,590.25,QR,2025-11-23T00:58:07.097073,False,legit
3013,TX-0003013,1418,1008,1129.59,QR,2025-11-17T12:12:07.097073,False,legit
3014,TX-0003014,667,560,1800.07,Wallet,2025-11-19T11:47:07.097073,False,legit
3015,TX-0003015,1282,1384,1058.53,Wallet,2025-11-24T13:47:07.097073,False,legit
3016,TX-0003016,520,1069,2006.73,Bills,2025-11-15T09:21:07.097073,False,legit
3017,TX-0003017,1445,894,2311.57,P2P,2025-11-24T16:33:07.097073,False,legit
3018,TX-0003018,524,907,2344.61,QR,2025-11-16T23:15:07.097073,False,legit
3019,TX-0003019,1494,700,536.18,Wallet,2025-11-19T22:30:07.097073,False,legit
3020,TX-0003020,1460,636,2387.77,QR,2025-11-21T19:42:07.097073,False,legit
3021,TX-0003021,708,854,2293.76,P2P,2025-11-20T09:36:07.097073,False,legit
3022,TX-0003022,1058,1450,243.92,Wallet,2025-11-26T19:56:07.097073,False,legit
3023,TX-0003023,1195,605,242.56,P2P,2025-11-24T12:35:07.097073,False,legit
3024,TX-0003024,616,725,1888.33,QR,2025-11-23T21:01:07.097073,False,legit
3025,TX-0003025,979,1008,1387.98,Bills,2025-11-21T21:24:07.097073,False,legit
3026,TX-0003026,695,724,1146.35,QR,2025-11-12T15:04:07.097073,False,legit
3027,TX-0003027,771,1107,170.50,QR,2025-11-24T23:55:07.097073,False,legit
3028,TX-0003028,645,1385,1019.19,P2P,2025-11-18T22:19:07.097073,False,legit
3029,TX-0003029,942,783,747.66,Wallet,2025-11-26T10:07:07.097073,False,legit
3030,TX-0003030,710,1199,662.81,Bills,2025-11-25T09:29:07.097073,False,legit
3031,TX-0003031,1048,611,2322.83,Bills,2025-11-12T08:29:07.097073,False,legit
3032,TX-0003032,1184,1026,467.28,P2P,2025-11-25T01:04:07.097073,False,legit
3033,TX-0003033,1354,666,1615.70,Bills,2025-11-12T07:14:07.097073,False,legit
3034,TX-0003034,1348,687,300.73,QR,2025-11-23T07:49:07.097073,False,legit
3035,TX-0003035,1453,1498,1078.68,QR,2025-11-17T08:46:07.097073,False,legit
3036,TX-0003036,1304,1249,1732.61,Wallet,2025-11-19T11:00:07.097073,False,legit
3037,TX-0003037,1388,1347,617.49,Wallet,2025-11-13T21:37:07.097073,False,legit
3038,TX-0003038,1369,1028,484.18,QR,2025-11-16T11:36:07.097073,False,legit
3039,TX-0003039,530,847,610.83,Bills,2025-11-15T00:46:07.097073,False,legit
3040,TX-0003040,1005,1305,1771.91,Bills,2025-11-18T11:48:07.097073,False,legit
3041,TX-0003041,1198,1450,2486.45,Bills,2025-11-19T23:27:07.097073,False,legit
3042,TX-0003042,913,1382,2348.58,Bills,2025-11-23T07:51:07.097073,False,legit
3043,TX-0003043,1299,1327,409.03,P2P,2025-11-14T13:05:07.097073,False,legit
3044,TX-0003044,1283,503,971.49,P2P,2025-11-24T19:42:07.097073,False,legit
3045,TX-0003045,685,730,1591.48,Wallet,2025-11-21T22:36:07.097073,False,legit
3046,TX-0003046,903,1196,2189.95,P2P,2025-11-21T14:06:07.097073,False,legit
3047,TX-0003047,1053,959,2345.79,QR,2025-11-16T11:43:07.097073,False,legit
3048,TX-0003048,1084,654,1844.60,Wallet,2025-11-18T23:04:07.097073,False,legit
3049,TX-0003049,1085,643,852.11,Bills,2025-11-21T00:12:07.097073,False,legit
3050,TX-0003050,1071,1105,1358.94,QR,2025-11-16T17:31:07.097073,False,legit
3051,TX-0003051,941,1139,1541.96,P2P,2025-11-22T20:08:07.097073,False,legit
3052,TX-0003052,630,1414,2300.54,QR,2025-11-14T00:23:07.097073,False,legit
3053,TX-0003053,1475,1120,1744.89,Bills,2025-11-23T16:59:07.097073,False,legit
3054,TX-0003054,1020,1493,765.08,QR,2025-11-24T14:01:07.097073,False,legit
3055,TX-0003055,1367,1254,1543.84,P2P,2025-11-18T22:40:07.097073,False,legit
3056,TX-0003056,791,856,1157.07,Bills,2025-11-19T00:19:07.097073,False,legit
3057,TX-0003057,1212,1171,1131.44,Wallet,2025-11-21T17:31:07.097073,False,legit
3058,TX-0003058,1417,1058,1034.05,Bills,2025-11-20T18:51:07.097073,False,legit
3059,TX-0003059,1053,1288,2431.67,P2P,2025-11-24T10:07:07.097073,False,legit
3060,TX-0003060,782,890,1961.61,P2P,2025-11-17T09:48:07.097073,False,legit
3061,TX-0003061,1007,1126,1353.88,Wallet,2025-11-20T05:56:07.097073,False,legit
3062,TX-0003062,1438,947,1289.22,Wallet,2025-11-15T21:07:07.097073,False,legit
3063,TX-0003063,828,1029,1463.17,P2P,2025-11-19T07:23:07.097073,False,legit
3064,TX-0003064,826,1198,1334.75,Wallet,2025-11-20T17:26:07.097073,False,legit
3065,TX-0003065,878,554,1753.98,P2P,2025-11-12T13:14:07.097073,False,legit
3066,TX-0003066,1274,900,983.30,QR,2025-11-17T09:57:07.097073,False,legit
3067,TX-0003067,1083,540,125.05,Wallet,2025-11-25T16:00:07.097073,False,legit
3068,TX-0003068,1422,1055,480.97,QR,2025-11-15T12:45:07.097073,False,legit
3069,TX-0003069,775,758,497.26,Bills,2025-11-18T09:49:07.097073,False,legit
3070,TX-0003070,1108,904,530.46,QR,2025-11-21T19:12:07.097073,False,legit
3071,TX-0003071,1154,753,1603.18,QR,2025-11-24T12:11:07.097073,False,legit
3072,TX-0003072,1351,1388,594.38,P2P,2025-11-23T13:56:07.097073,False,legit
3073,TX-0003073,915,669,688.78,QR,2025-11-16T19:10:07.097073,False,legit
3074,TX-0003074,1046,1280,877.83,Bills,2025-11-12T19:28:07.097073,False,legit
3075,TX-0003075,1436,1468,891.21,Wallet,2025-11-24T11:46:07.097073,False,legit
3076,TX-0003076,1469,1104,593.05,Wallet,2025-11-15T13:49:07.097073,False,legit
3077,TX-0003077,1043,1123,1965.12,P2P,2025-11-21T17:55:07.097073,False,legit
3078,TX-0003078,1382,1463,1285.98,Bills,2025-11-18T12:56:07.097073,False,legit
3079,TX-0003079,875,527,2381.49,QR,2025-11-19T12:21:07.097073,False,legit
3080,TX-0003080,1473,1371,1418.78,QR,2025-11-26T08:54:07.097073,False,legit
3081,TX-0003081,1292,1197,753.90,Wallet,2025-11-23T01:17:07.097073,False,legit
3082,TX-0003082,699,814,1588.91,P2P,2025-11-25T21:41:07.097073,False,legit
3083,TX-0003083,1436,993,1517.55,P2P,2025-11-24T18:45:07.097073,False,legit
3084,TX-0003084,1035,1354,1776.48,Wallet,2025-11-17T16:21:07.097073,False,legit
3085,TX-0003085,1313,539,260.72,Wallet,2025-11-21T12:05:07.097073,False,legit
3086,TX-0003086,815,591,846.85,P2P,2025-11-19T14:23:07.097073,False,legit
3087,TX-0003087,1348,836,545.63,Wallet,2025-11-23T13:03:07.097073,False,legit
3088,TX-0003088,1135,1408,575.45,Bills,2025-11-20T07:38:07.097073,False,legit
3089,TX-0003089,600,744,2007.07,QR,2025-11-19T23:59:07.097073,False,legit
3090,TX-0003090,517,1483,1570.89,Wallet,2025-11-13T21:49:07.097073,False,legit
3091,TX-0003091,791,1474,1935.91,P2P,2025-11-25T13:28:07.097073,False,legit
3092,TX-0003092,682,968,988.18,P2P,2025-11-18T07:40:07.097073,False,legit
3093,TX-0003093,985,1075,197.35,Wallet,2025-11-15T09:14:07.097073,False,legit
3094,TX-0003094,507,779,934.42,QR,2025-11-23T11:49:07.097073,False,legit
3095,TX-0003095,667,1412,385.28,Bills,2025-11-21T11:20:07.097073,False,legit
3096,TX-0003096,560,1479,844.92,Bills,2025-11-14T10:11:07.097073,False,legit
3097,TX-0003097,1052,953,734.87,Wallet,2025-11-13T20:49:07.097073,False,legit
3098,TX-0003098,1005,1224,877.83,QR,2025-11-21T07:04:07.097073,False,legit
3099,TX-0003099,1148,848,1845.58,QR,2025-11-20T14:43:07.097073,False,legit
3100,TX-0003100,1307,1230,2111.86,Wallet,2025-11-22T08:24:07.097073,False,legit
3101,TX-0003101,632,812,2397.11,P2P,2025-11-12T22:43:07.097073,False,legit
3102,TX-0003102,1332,1210,1098.86,P2P,2025-11-21T20:54:07.097073,False,legit
3103,TX-0003103,1455,1372,65.33,P2P,2025-11-26T20:13:07.097073,False,legit
3104,TX-0003104,1321,815,962.63,Wallet,2025-11-23T23:04:07.097073,False,legit
3105,TX-0003105,1482,743,371.26,P2P,2025-11-12T14:25:07.097073,False,legit
3106,TX-0003106,1390,825,219.64,QR,2025-11-26T13:56:07.097073,False,legit
3107,TX-0003107,993,535,1328.38,Bills,2025-11-16T06:35:07.097073,False,legit
3108,TX-0003108,1256,687,1720.89,QR,2025-11-22T15:50:07.097073,False,legit
3109,TX-0003109,1372,1033,1335.74,Bills,2025-11-20T08:48:07.097073,False,legit
3110,TX-0003110,648,1012,2409.58,Wallet,2025-11-15T11:06:07.097073,False,legit
3111,TX-0003111,960,1421,1611.44,QR,2025-11-19T11:26:07.097073,False,legit
3112,TX-0003112,654,1265,65.60,Wallet,2025-11-21T12:57:07.097073,False,legit
3113,TX-0003113,795,715,2376.77,Wallet,2025-11-25T19:38:07.097073,False,legit
3114,TX-0003114,1225,1057,2028.94,Wallet,2025-11-25T19:03:07.097073,False,legit
3115,TX-0003115,1357,565,359.42,Wallet,2025-11-18T01:18:07.097073,False,legit
3116,TX-0003116,1142,813,1578.97,Bills,2025-11-27T01:16:07.097073,False,legit
3117,TX-0003117,1407,593,1323.00,QR,2025-11-20T08:50:07.097073,False,legit
3118,TX-0003118,664,709,1807.98,QR,2025-11-20T00:43:07.097073,False,legit
3119,TX-0003119,1046,670,1928.99,P2P,2025-11-20T09:59:07.097073,False,legit
3120,TX-0003120,682,1306,492.63,Bills,2025-11-21T09:42:07.097073,False,legit
3121,TX-0003121,829,767,1879.73,QR,2025-11-21T09:02:07.097073,False,legit
3122,TX-0003122,639,889,429.15,P2P,2025-11-17T14:26:07.097073,False,legit
3123,TX-0003123,646,1134,271.07,Bills,2025-11-13T12:29:07.097073,False,legit
3124,TX-0003124,1422,1174,1406.81,P2P,2025-11-15T12:09:07.097073,False,legit
3125,TX-0003125,555,1063,2179.12,Bills,2025-11-15T21:25:07.097073,False,legit
3126,TX-0003126,1161,981,480.10,Wallet,2025-11-19T18:46:07.097073,False,legit
3127,TX-0003127,954,1307,1807.13,Wallet,2025-11-24T00:33:07.097073,False,legit
3128,TX-0003128,834,687,472.73,Wallet,2025-11-17T11:29:07.097073,False,legit
3129,TX-0003129,1403,676,2390.59,Bills,2025-11-15T14:23:07.097073,False,legit
3130,TX-0003130,1174,1375,1483.68,QR,2025-11-16T17:29:07.097073,False,legit
3131,TX-0003131,1067,1064,402.49,Wallet,2025-11-12T14:27:07.097073,False,legit
3132,TX-0003132,1169,873,1771.05,Wallet,2025-11-23T14:37:07.097073,False,legit
3133,TX-0003133,1070,1463,804.75,P2P,2025-11-20T08:51:07.097073,False,legit
3134,TX-0003134,1243,1161,1184.42,Bills,2025-11-15T18:04:07.097073,False,legit
3135,TX-0003135,666,1328,1013.05,P2P,2025-11-23T06:03:07.097073,False,legit
3136,TX-0003136,841,768,2170.31,Bills,2025-11-17T21:34:07.097073,False,legit
3137,TX-0003137,685,1415,1144.73,Bills,2025-11-14T01:27:07.097073,False,legit
3138,TX-0003138,692,1085,477.11,Wallet,2025-11-25T23:39:07.097073,False,legit
3139,TX-0003139,840,753,1683.47,Bills,2025-11-17T07:33:07.097073,False,legit
3140,TX-0003140,1433,1010,1810.97,Bills,2025-11-23T14:23:07.097073,False,legit
3141,TX-0003141,642,1094,2380.53,Wallet,2025-11-12T21:05:07.097073,False,legit
3142,TX-0003142,653,529,2040.19,P2P,2025-11-14T20:57:07.097073,False,legit
3143,TX-0003143,1313,874,1022.97,P2P,2025-11-14T06:50:07.097073,False,legit
3144,TX-0003144,693,678,142.26,QR,2025-11-26T06:37:07.097073,False,legit
3145,TX-0003145,1001,1122,2036.54,Bills,2025-11-16T07:50:07.097073,False,legit
3146,TX-0003146,1016,1019,2165.88,QR,2025-11-19T18:21:07.097073,False,legit
3147,TX-0003147,1210,1258,1819.01,QR,2025-11-12T07:59:07.097073,False,legit
3148,TX-0003148,866,690,630.15,Bills,2025-11-18T23:28:07.097073,False,legit
3149,TX-0003149,1318,1358,2310.24,P2P,2025-11-14T18:39:07.097073,False,legit
3150,TX-0003150,518,785,2446.08,Bills,2025-11-23T22:45:07.097073,False,legit
3151,TX-0003151,1335,1087,2145.20,QR,2025-11-17T21:48:07.097073,False,legit
3152,TX-0003152,972,569,899.87,Wallet,2025-11-13T18:22:07.097073,False,legit
3153,TX-0003153,1393,1246,1447.76,P2P,2025-11-13T00:46:07.097073,False,legit
3154,TX-0003154,1298,653,1625.13,QR,2025-11-25T00:43:07.097073,False,legit
3155,TX-0003155,595,811,537.16,Wallet,2025-11-22T23:36:07.097073,False,legit
3156,TX-0003156,1127,1344,531.01,Bills,2025-11-26T09:30:07.097073,False,legit
3157,TX-0003157,585,716,1732.60,P2P,2025-11-19T21:37:07.097073,False,legit
3158,TX-0003158,649,908,168.62,Wallet,2025-11-24T21:36:07.097073,False,legit
3159,TX-0003159,713,662,339.29,Bills,2025-11-16T11:33:07.097073,False,legit
3160,TX-0003160,978,1271,1667.45,P2P,2025-11-26T22:30:07.097073,False,legit
3161,TX-0003161,619,616,987.33,Wallet,2025-11-25T19:22:07.097073,False,legit
3162,TX-0003162,543,624,1562.89,Bills,2025-11-26T20:54:07.097073,False,legit
3163,TX-0003163,1241,852,1671.21,Bills,2025-11-12T17:03:07.097073,False,legit
3164,TX-0003164,703,1448,1576.29,Wallet,2025-11-16T00:17:07.097073,False,legit
3165,TX-0003165,801,1086,521.49,QR,2025-11-20T18:26:07.097073,False,legit
3166,TX-0003166,1050,514,1667.83,QR,2025-11-19T07:46:07.097073,False,legit
3167,TX-0003167,607,654,1922.68,Wallet,2025-11-22T22:07:07.097073,False,legit
3168,TX-0003168,593,792,105.64,Bills,2025-11-18T07:38:07.097073,False,legit
3169,TX-0003169,644,1445,876.03,QR,2025-11-26T20:57:07.097073,False,legit
3170,TX-0003170,654,1111,752.45,P2P,2025-11-24T18:56:07.097073,False,legit
3171,TX-0003171,1218,1368,948.48,Bills,2025-11-21T23:17:07.097073,False,legit
3172,TX-0003172,1330,1260,1853.16,Wallet,2025-11-26T06:07:07.097073,False,legit
3173,TX-0003173,1111,854,364.10,Bills,2025-11-16T00:58:07.097073,False,legit
3174,TX-0003174,1295,600,610.71,P2P,2025-11-19T20:42:07.097073,False,legit
3175,TX-0003175,783,696,1088.46,QR,2025-11-21T07:07:07.097073,False,legit
3176,TX-0003176,876,897,802.02,Wallet,2025-11-12T18:18:07.097073,False,legit
3177,TX-0003177,1367,528,685.43,Wallet,2025-11-26T00:40:07.097073,False,legit
3178,TX-0003178,645,994,2328.95,P2P,2025-11-20T13:11:07.097073,False,legit
3179,TX-0003179,1129,666,1224.31,Bills,2025-11-18T16:03:07.097073,False,legit
3180,TX-0003180,562,671,1517.71,Bills,2025-11-26T22:38:07.097073,False,legit
3181,TX-0003181,942,937,2161.81,Bills,2025-11-26T17:45:07.097073,False,legit
3182,TX-0003182,634,630,2157.03,P2P,2025-11-18T13:51:07.097073,False,legit
3183,TX-0003183,828,768,2384.64,P2P,2025-11-24T17:58:07.097073,False,legit
3184,TX-0003184,1219,1228,2172.81,Wallet,2025-11-26T23:32:07.097073,False,legit
3185,TX-0003185,628,518,1559.54,Bills,2025-11-12T08:36:07.097073,False,legit
3186,TX-0003186,1078,1437,1932.61,QR,2025-11-19T11:06:07.097073,False,legit
3187,TX-0003187,1415,1306,805.24,QR,2025-11-25T10:26:07.097073,False,legit
3188,TX-0003188,1105,1194,1957.03,QR,2025-11-21T15:49:07.097073,False,legit
3189,TX-0003189,936,1364,472.58,QR,2025-11-23T09:10:07.097073,False,legit
3190,TX-0003190,1362,609,385.30,QR,2025-11-14T09:47:07.097073,False,legit
3191,TX-0003191,945,503,320.87,P2P,2025-11-18T21:30:07.097073,False,legit
3192,TX-0003192,1317,1303,1309.75,Wallet,2025-11-27T00:38:07.097073,False,legit
3193,TX-0003193,1326,1434,1854.87,Wallet,2025-11-20T22:07:07.097073,False,legit
3194,TX-0003194,961,909,726.62,Bills,2025-11-25T20:01:07.097073,False,legit
3195,TX-0003195,934,1029,154.43,P2P,2025-11-26T13:02:07.097073,False,legit
3196,TX-0003196,959,610,412.92,P2P,2025-11-26T13:51:07.097073,False,legit
3197,TX-0003197,1222,563,1185.47,P2P,2025-11-23T11:36:07.097073,False,legit
3198,TX-0003198,964,605,653.93,Wallet,2025-11-19T14:12:07.097073,False,legit
3199,TX-0003199,582,1493,167.11,QR,2025-11-13T13:13:07.097073,False,legit
3200,TX-0003200,1494,1044,2387.02,QR,2025-11-19T18:44:07.097073,False,legit
3201,TX-0003201,1321,911,478.70,Wallet,2025-11-16T00:42:07.097073,False,legit
3202,TX-0003202,518,1079,1115.99,QR,2025-11-21T10:17:07.097073,False,legit
3203,TX-0003203,937,1221,1102.24,Bills,2025-11-23T00:32:07.097073,False,legit
3204,TX-0003204,710,624,1425.08,Wallet,2025-11-21T18:42:07.097073,False,legit
3205,TX-0003205,1122,913,433.63,Bills,2025-11-14T16:52:07.097073,False,legit
3206,TX-0003206,1359,948,2229.61,Wallet,2025-11-20T22:51:07.097073,False,legit
3207,TX-0003207,862,1100,206.98,Wallet,2025-11-23T09:20:07.097073,False,legit
3208,TX-0003208,520,533,191.07,Bills,2025-11-22T11:23:07.097073,False,legit
3209,TX-0003209,936,603,810.97,P2P,2025-11-21T23:14:07.097073,False,legit
3210,TX-0003210,1315,620,173.92,Bills,2025-11-17T09:35:07.097073,False,legit
3211,TX-0003211,628,1436,668.18,QR,2025-11-26T05:33:07.097073,False,legit
3212,TX-0003212,742,1057,1932.27,P2P,2025-11-18T06:20:07.097073,False,legit
3213,TX-0003213,1276,1217,2151.90,QR,2025-11-16T05:57:07.097073,False,legit
3214,TX-0003214,504,823,660.76,P2P,2025-11-15T14:44:07.097073,False,legit
3215,TX-0003215,1304,677,153.63,P2P,2025-11-17T15:23:07.097073,False,legit
3216,TX-0003216,1163,1351,1514.94,Bills,2025-11-19T07:29:07.097073,False,legit
3217,TX-0003217,1005,1155,598.02,Wallet,2025-11-25T09:44:07.097073,False,legit
3218,TX-0003218,1105,950,1728.63,Bills,2025-11-13T12:30:07.097073,False,legit
3219,TX-0003219,1118,1070,1887.27,Bills,2025-11-25T12:30:07.097073,False,legit
3220,TX-0003220,1479,602,413.68,QR,2025-11-19T23:52:07.097073,False,legit
3221,TX-0003221,997,992,1448.99,Wallet,2025-11-23T19:36:07.097073,False,legit
3222,TX-0003222,1281,831,1120.39,QR,2025-11-23T05:39:07.097073,False,legit
3223,TX-0003223,1083,1434,329.15,Bills,2025-11-18T01:02:07.097073,False,legit
3224,TX-0003224,569,1229,2065.24,Wallet,2025-11-22T10:50:07.097073,False,legit
3225,TX-0003225,1369,1479,1667.79,Wallet,2025-11-26T09:36:07.097073,False,legit
3226,TX-0003226,553,1028,1178.82,Wallet,2025-11-12T21:56:07.097073,False,legit
3227,TX-0003227,592,921,184.56,P2P,2025-11-24T16:41:07.097073,False,legit
3228,TX-0003228,598,1371,2330.68,P2P,2025-11-12T17:31:07.097073,False,legit
3229,TX-0003229,879,1201,1769.45,Bills,2025-11-17T20:32:07.097073,False,legit
3230,TX-0003230,1419,615,254.58,P2P,2025-11-19T07:12:07.097073,False,legit
3231,TX-0003231,1016,1141,1489.74,P2P,2025-11-22T23:08:07.097073,False,legit
3232,TX-0003232,1494,1060,2323.79,QR,2025-11-12T15:10:07.097073,False,legit
3233,TX-0003233,1048,642,443.75,Bills,2025-11-25T13:23:07.097073,False,legit
3234,TX-0003234,1035,1026,1856.74,Bills,2025-11-23T08:14:07.097073,False,legit
3235,TX-0003235,883,949,2334.64,Wallet,2025-11-18T23:26:07.097073,False,legit
3236,TX-0003236,1332,527,685.78,Bills,2025-11-26T09:21:07.097073,False,legit
3237,TX-0003237,828,985,1683.13,Wallet,2025-11-13T19:06:07.097073,False,legit
3238,TX-0003238,890,1077,258.56,Bills,2025-11-17T22:25:07.097073,False,legit
3239,TX-0003239,1283,1164,1686.56,Wallet,2025-11-12T08:06:07.097073,False,legit
3240,TX-0003240,1413,1012,1702.13,QR,2025-11-17T19:54:07.097073,False,legit
3241,TX-0003241,1115,1187,1087.51,Wallet,2025-11-12T09:44:07.097073,False,legit
3242,TX-0003242,1244,1271,1010.66,Bills,2025-11-16T23:50:07.097073,False,legit
3243,TX-0003243,774,545,1492.66,P2P,2025-11-23T16:43:07.097073,False,legit
3244,TX-0003244,1427,1310,266.67,Bills,2025-11-17T21:42:07.097073,False,legit
3245,TX-0003245,864,938,157.85,Wallet,2025-11-12T19:30:07.097073,False,legit
3246,TX-0003246,1000,791,1701.77,Wallet,2025-11-14T14:10:07.097073,False,legit
3247,TX-0003247,1241,887,917.40,Bills,2025-11-14T05:43:07.097073,False,legit
3248,TX-0003248,1318,1380,2021.79,Bills,2025-11-16T19:20:07.097073,False,legit
